   CMIP5ModelName    RCP2.6   4.5    6.0    8.5
      gfdl_cm2_1     0.07   0.05  -0.26
        giss_aom    -0.07  -0.05    NaN
  giss_model_e_h      NaN   0.01    NaN
  giss_model_e_r     0.35    NaN  -0.12
 iap_fgoals1_0_g     0.10   0.14    NaN
     ingv_echam4      NaN   0.33   0.38
        inmcm3_0     0.04   0.02   0.22
        ipsl_cm4      NaN    NaN    NaN
  miroc3_2_hires     0.13   0.20    NaN
 miroc3_2_medres     0.14   0.09  -0.38
      mpi_echam5     0.09   0.27   0.47
     miub_echo_g     0.15   0.29   0.36
  mri_cgcm2_3_2a     0.00   0.02   0.07
       ncar_pcm1     0.27   0.52   0.82
    ncar_ccsm3_0    -0.28   0.10  -0.08
    ukmo_hadgem1      NaN  -0.02  -0.19
     ukmo_hadcm3     0.23   0.36   0.02
SSA MAM
     bccr_bcm2_0     0.33   0.31   0.21
   cccma_cgcm3_1     0.05   0.21   0.28
cccma_cgcm3_1_t6     0.19   0.18    NaN
        cnrm_cm3     0.09   0.23   0.27
     csiro_mk3_0     0.04   0.10  -0.20
     csiro_mk3_5      NaN   0.91    NaN
      gfdl_cm2_0     0.13   0.13  -0.02
      gfdl_cm2_1    -0.03  -0.01  -0.01
        giss_aom     0.01  -0.05    NaN
  giss_model_e_h      NaN  -0.10    NaN
  giss_model_e_r    -0.15    NaN  -0.04
 iap_fgoals1_0_g     0.00   0.04    NaN
     ingv_echam4      NaN   0.17  -0.06
        inmcm3_0     0.02   0.08   0.40
        ipsl_cm4      NaN    NaN    NaN
  miroc3_2_hires     0.03   0.03    NaN
 miroc3_2_medres     0.03  -0.13   0.04
      mpi_echam5     0.27   0.31   0.01
     miub_echo_g     0.10   0.15  -0.05
  mri_cgcm2_3_2a     0.08   0.12   0.33
       ncar_pcm1     0.07  -0.23   0.52
    ncar_ccsm3_0    -0.03   0.40   0.38
    ukmo_hadgem1      NaN  -0.08  -0.58
     ukmo_hadcm3     0.15   0.26   0.28
SSA JJA
     bccr_bcm2_0     0.25   0.22   0.21
   cccma_cgcm3_1    -0.02  -0.01  -0.22
cccma_cgcm3_1_t6     0.12   0.19    NaN
        cnrm_cm3     0.04   0.11   0.13
     csiro_mk3_0     0.04   0.04  -0.02
     csiro_mk3_5      NaN   0.10    NaN
      gfdl_cm2_0     0.01   0.05  -0.01
      gfdl_cm2_1    -0.10  -0.13  -0.20
        giss_aom    -0.02  -0.04    NaN
  giss_model_e_h      NaN   0.06    NaN
  giss_model_e_r     0.02    NaN  -0.06
 iap_fgoals1_0_g     0.07   0.08    NaN
     ingv_echam4      NaN   0.22  -0.19
        inmcm3_0     0.04   0.03   0.22
        ipsl_cm4      NaN    NaN    NaN
  miroc3_2_hires     0.03  -0.01    NaN
 miroc3_2_medres     0.02  -0.06   0.09
      mpi_echam5     0.05   0.25  -0.52
     miub_echo_g     0.03   0.08   0.32
  mri_cgcm2_3_2a     0.17   0.24   0.48
       ncar_pcm1     0.33  -0.29  -0.01
    ncar_ccsm3_0    -0.12   0.09  -0.08
    ukmo_hadgem1      NaN  -0.03  -0.06
     ukmo_hadcm3    -0.04  -0.04  -0.11
SSA SON
     bccr_bcm2_0     0.19   0.22  -0.02
   cccma_cgcm3_1     0.13   0.11   0.12
cccma_cgcm3_1_t6     0.10   0.22    NaN
        cnrm_cm3     0.03   0.05   0.07
     csiro_mk3_0     0.08   0.11   0.30
     csiro_mk3_5      NaN   0.12    NaN
      gfdl_cm2_0    -0.04  -0.17  -0.08
      gfdl_cm2_1    -0.07  -0.19  -0.51
        giss_aom     0.02   0.03    NaN
  giss_model_e_h      NaN   0.13    NaN
  giss_model_e_r     0.03    NaN   0.17
 iap_fgoals1_0_g     0.05   0.08    NaN
     ingv_echam4      NaN   0.25  -0.03
        inmcm3_0    -0.11  -0.07   0.23
        ipsl_cm4      NaN    NaN    NaN
  miroc3_2_hires    -0.05  -0.02    NaN
 miroc3_2_medres     0.04  -0.05  -0.12
      mpi_echam5     0.18   0.16  -0.12
     miub_echo_g     0.10   0.16   0.30
  mri_cgcm2_3_2a     0.06   0.08   0.29
       ncar_pcm1     0.27  -0.36   0.43
    ncar_ccsm3_0    -0.09   0.48   0.52
    ukmo_hadgem1      NaN   0.21   0.04
     ukmo_hadcm3     0.21   0.29   0.12
SSA ANN
     bccr_bcm2_0     0.28   0.26   0.20
   cccma_cgcm3_1     0.10   0.15   0.16
cccma_cgcm3_1_t6     0.19   0.26    NaN
        cnrm_cm3     0.05   0.12   0.18
     csiro_mk3_0     0.05   0.09   0.03
     csiro_mk3_5      NaN   0.50    NaN
      gfdl_cm2_0     0.06   0.03   0.07
      gfdl_cm2_1    -0.03  -0.07  -0.24
        giss_aom    -0.01  -0.03    NaN
  giss_model_e_h      NaN   0.03    NaN
  giss_model_e_r     0.06    NaN  -0.01
 iap_fgoals1_0_g     0.05   0.08    NaN
     ingv_echam4      NaN   0.24   0.02
        inmcm3_0    -0.00   0.02   0.27
        ipsl_cm4      NaN    NaN    NaN
  miroc3_2_hires     0.04   0.05    NaN
 miroc3_2_medres     0.06  -0.04  -0.09
      mpi_echam5     0.15   0.25  -0.04
     miub_echo_g     0.09   0.17   0.23
  mri_cgcm2_3_2a     0.08   0.12   0.29
       ncar_pcm1     0.23  -0.09   0.44
    ncar_ccsm3_0    -0.13   0.27   0.18
    ukmo_hadgem1      NaN   0.02  -0.20
     ukmo_hadcm3     0.14   0.22   0.08
NEU DJF
     bccr_bcm2_0     0.33   0.49   0.47
   cccma_cgcm3_1     0.18   0.16   0.08
cccma_cgcm3_1_t6     0.28   0.42    NaN
        cnrm_cm3     0.31   0.51   0.58
     csiro_mk3_0     0.13   0.28   0.32
     csiro_mk3_5      NaN   0.59    NaN
      gfdl_cm2_0     0.32   0.48   0.22
      gfdl_cm2_1     0.18   0.44   0.34
        giss_aom     0.26   0.27    NaN
  giss_model_e_h      NaN   0.39    NaN
  giss_model_e_r    -0.09    NaN   0.42
 iap_fgoals1_0_g     0.41   0.45    NaN
     ingv_echam4      NaN   0.43   0.66
        inmcm3_0     0.39   0.44   0.78
        ipsl_cm4      NaN    NaN    NaN
  miroc3_2_hires     0.28   0.36    NaN
 miroc3_2_medres     0.30   0.53   0.88
      mpi_echam5     0.28   0.49   0.48
     miub_echo_g     0.50   0.67   1.03
  mri_cgcm2_3_2a     0.13   0.21   0.40
       ncar_pcm1     0.65   0.61   0.87
    ncar_ccsm3_0     0.16  -0.13  -0.03
    ukmo_hadgem1      NaN   0.34   0.52
     ukmo_hadcm3     0.25   0.40  -0.34
NEU MAM
     bccr_bcm2_0     0.14   0.31   0.39
   cccma_cgcm3_1     0.12   0.14   0.04
cccma_cgcm3_1_t6     0.22   0.23    NaN
        cnrm_cm3     0.13   0.14   0.19
     csiro_mk3_0     0.04   0.16   0.06
     csiro_mk3_5      NaN   0.15    NaN
      gfdl_cm2_0     0.30   0.31   0.26
      gfdl_cm2_1     0.19   0.29   0.38
        giss_aom     0.17   0.13    NaN
  giss_model_e_h      NaN   0.29    NaN
  giss_model_e_r     0.09    NaN   0.05
 iap_fgoals1_0_g     0.18   0.22    NaN
     ingv_echam4      NaN   0.11  -0.08
        inmcm3_0     0.17   0.20   0.41
        ipsl_cm4      NaN    NaN    NaN
  miroc3_2_hires     0.21   0.22    NaN
 miroc3_2_medres     0.19   0.29  -0.07
      mpi_echam5     0.15   0.14  -0.04
     miub_echo_g     0.18   0.26  -0.09
  mri_cgcm2_3_2a     0.16   0.16   0.38
       ncar_pcm1     0.04   0.42   0.02
    ncar_ccsm3_0    -0.81  -0.32  -0.24
    ukmo_hadgem1      NaN   0.29   0.25
     ukmo_hadcm3     0.14   0.17   0.27
NEU JJA
     bccr_bcm2_0     0.02   0.03  -0.02
   cccma_cgcm3_1     0.03   0.05   0.37
cccma_cgcm3_1_t6     0.09   0.11    NaN
        cnrm_cm3    -0.04  -0.08   0.00
     csiro_mk3_0     0.04   0.05   0.08
     csiro_mk3_5      NaN   0.23    NaN
      gfdl_cm2_0     0.17   0.02  -0.34
      gfdl_cm2_1     0.02  -0.03  -0.06
        giss_aom     0.12   0.14    NaN
  giss_model_e_h      NaN   0.20    NaN
  giss_model_e_r     0.21    NaN   0.11
 iap_fgoals1_0_g     0.06   0.08    NaN
     ingv_echam4      NaN  -0.04  -0.16
        inmcm3_0     0.13   0.19   0.32
        ipsl_cm4      NaN    NaN    NaN
  miroc3_2_hires     0.22   0.21    NaN
 miroc3_2_medres     0.18   0.18   0.05
      mpi_echam5     0.07   0.05   0.38
     miub_echo_g     0.03   0.04  -0.03
  mri_cgcm2_3_2a     0.13   0.18   0.27
       ncar_pcm1     0.36  -0.10   0.30
    ncar_ccsm3_0    -0.07  -0.03  -0.44
    ukmo_hadgem1      NaN   0.01  -0.15
     ukmo_hadcm3     0.01  -0.10  -0.29
NEU SON
     bccr_bcm2_0     0.10   0.20   0.11
   cccma_cgcm3_1     0.09   0.23   0.36
cccma_cgcm3_1_t6     0.24   0.32    NaN
        cnrm_cm3     0.05   0.11   0.17
     csiro_mk3_0     0.13   0.29   0.38
     csiro_mk3_5      NaN   0.75    NaN
      gfdl_cm2_0     0.26   0.31   0.12
      gfdl_cm2_1     0.14   0.20   0.09
        giss_aom     0.24   0.18    NaN
  giss_model_e_h      NaN   0.23    NaN
  giss_model_e_r     0.42    NaN   0.33
 iap_fgoals1_0_g     0.11   0.17    NaN
     ingv_echam4      NaN   0.19   0.16
        inmcm3_0     0.26   0.22   0.49
        ipsl_cm4      NaN    NaN    NaN
  miroc3_2_hires     0.34   0.43    NaN
 miroc3_2_medres     0.22   0.32  -0.11
      mpi_echam5     0.32   0.41   0.11
     miub_echo_g     0.31   0.30   0.11
  mri_cgcm2_3_2a     0.20   0.27  -0.18
       ncar_pcm1     0.26   0.43   0.49
    ncar_ccsm3_0    -0.52   0.10   0.44
    ukmo_hadgem1      NaN   0.12   0.39
     ukmo_hadcm3     0.25   0.23   0.09
NEU ANN
     bccr_bcm2_0     0.15   0.26   0.24
   cccma_cgcm3_1     0.11   0.15   0.21
cccma_cgcm3_1_t6     0.21   0.27    NaN
        cnrm_cm3     0.11   0.17   0.24
     csiro_mk3_0     0.09   0.20   0.21
     csiro_mk3_5      NaN   0.43    NaN
      gfdl_cm2_0     0.26   0.28   0.06
      gfdl_cm2_1     0.13   0.23   0.19
        giss_aom     0.20   0.18    NaN
  giss_model_e_h      NaN   0.28    NaN
  giss_model_e_r     0.16    NaN   0.23
 iap_fgoals1_0_g     0.19   0.23    NaN
     ingv_echam4      NaN   0.17   0.15
        inmcm3_0     0.24   0.26   0.50
        ipsl_cm4      NaN    NaN    NaN
  miroc3_2_hires     0.26   0.30    NaN
 miroc3_2_medres     0.22   0.33   0.19
      mpi_echam5     0.21   0.27   0.23
     miub_echo_g     0.26   0.32   0.26
  mri_cgcm2_3_2a     0.16   0.21   0.22
       ncar_pcm1     0.33   0.34   0.42
    ncar_ccsm3_0    -0.31  -0.09  -0.07
    ukmo_hadgem1      NaN   0.19   0.25
     ukmo_hadcm3     0.16   0.18  -0.07
CEU DJF
     bccr_bcm2_0     0.34   0.27   0.16
   cccma_cgcm3_1     0.17   0.29   0.25
cccma_cgcm3_1_t6     0.24   0.36    NaN
        cnrm_cm3     0.16   0.28   0.21
     csiro_mk3_0     0.07   0.10  -0.07
     csiro_mk3_5      NaN  -0.25    NaN
      gfdl_cm2_0     0.19   0.29   0.01
      gfdl_cm2_1     0.25   0.28   0.01
        giss_aom     0.19   0.15    NaN
  giss_model_e_h      NaN   0.04    NaN
  giss_model_e_r     0.02    NaN   0.14
 iap_fgoals1_0_g     0.12   0.05    NaN
     ingv_echam4      NaN  -0.11   0.28
        inmcm3_0     0.43   0.44  -0.08
        ipsl_cm4      NaN    NaN    NaN
  miroc3_2_hires     0.17   0.19    NaN
 miroc3_2_medres     0.23   0.26   1.00
      mpi_echam5     0.19   0.35   0.47
     miub_echo_g     0.12   0.22   0.83
  mri_cgcm2_3_2a     0.05   0.22   0.19
       ncar_pcm1     0.52   0.18  -0.14
    ncar_ccsm3_0     0.62   0.48   0.29
    ukmo_hadgem1      NaN   0.25   1.17
     ukmo_hadcm3     0.30   0.41   0.42
CEU MAM
     bccr_bcm2_0     0.11   0.21   0.19
   cccma_cgcm3_1     0.14   0.21   0.20
cccma_cgcm3_1_t6     0.22   0.27    NaN
        cnrm_cm3    -0.05  -0.11   0.14
     csiro_mk3_0     0.01   0.06  -0.10
     csiro_mk3_5      NaN   0.20    NaN
      gfdl_cm2_0     0.20   0.11  -0.13
      gfdl_cm2_1     0.15   0.06   0.01
        giss_aom    -0.01   0.00    NaN
  giss_model_e_h      NaN   0.07    NaN
  giss_model_e_r    -0.02    NaN  -0.17
 iap_fgoals1_0_g    -0.00   0.01    NaN
     ingv_echam4      NaN  -0.06   0.08
        inmcm3_0     0.16   0.25   0.11
        ipsl_cm4      NaN    NaN    NaN
  miroc3_2_hires     0.27   0.20    NaN
 miroc3_2_medres     0.12   0.13   0.42
      mpi_echam5     0.18   0.12   0.32
     miub_echo_g     0.12   0.02   0.45
  mri_cgcm2_3_2a     0.08   0.18   0.12
       ncar_pcm1     0.55   0.29  -0.01
    ncar_ccsm3_0     1.05   0.71   0.70
    ukmo_hadgem1      NaN   0.01   0.05
     ukmo_hadcm3     0.10   0.05   0.09
CEU JJA
     bccr_bcm2_0    -0.18  -0.33  -0.59
   cccma_cgcm3_1    -0.08  -0.15   0.18
cccma_cgcm3_1_t6    -0.07  -0.09    NaN
        cnrm_cm3    -0.40  -0.55  -0.76
     csiro_mk3_0    -0.01   0.02  -0.03
     csiro_mk3_5      NaN   0.11    NaN
      gfdl_cm2_0    -0.22  -0.60  -0.62
      gfdl_cm2_1    -0.29  -0.77  -0.70
        giss_aom    -0.13  -0.16    NaN
  giss_model_e_h      NaN  -0.27    NaN
  giss_model_e_r     0.07    NaN  -0.25
 iap_fgoals1_0_g    -0.00   0.01    NaN
     ingv_echam4      NaN  -0.18  -0.20
        inmcm3_0    -0.05  -0.13   0.21
        ipsl_cm4      NaN    NaN    NaN
  miroc3_2_hires     0.24   0.21    NaN
 miroc3_2_medres     0.17   0.27   0.47
      mpi_echam5    -0.31  -0.36  -0.12
     miub_echo_g    -0.08  -0.19  -0.38
  mri_cgcm2_3_2a     0.12   0.04  -0.09
       ncar_pcm1     0.30  -0.29  -0.51
    ncar_ccsm3_0     0.06   0.04  -0.09
    ukmo_hadgem1      NaN  -0.46  -0.19
     ukmo_hadcm3    -0.45  -0.69  -0.53
CEU SON
     bccr_bcm2_0    -0.04  -0.16  -0.19
   cccma_cgcm3_1    -0.05   0.12   0.05
cccma_cgcm3_1_t6     0.13   0.04    NaN
        cnrm_cm3    -0.11  -0.38  -0.01
     csiro_mk3_0     0.05  -0.08   0.15
     csiro_mk3_5      NaN   0.28    NaN
      gfdl_cm2_0    -0.10  -0.23  -0.32
      gfdl_cm2_1    -0.03  -0.15  -0.12
        giss_aom    -0.12   0.07    NaN
  giss_model_e_h      NaN  -0.01    NaN
  giss_model_e_r    -0.14    NaN   0.02
 iap_fgoals1_0_g    -0.02  -0.00    NaN
     ingv_echam4      NaN  -0.27  -0.44
        inmcm3_0    -0.05  -0.13  -0.61
        ipsl_cm4      NaN    NaN    NaN
  miroc3_2_hires     0.07   0.02    NaN
 miroc3_2_medres     0.24   0.17  -0.06
      mpi_echam5     0.03  -0.09  -0.37
     miub_echo_g    -0.04  -0.10  -0.06
  mri_cgcm2_3_2a    -0.04  -0.04   0.46
       ncar_pcm1     0.24  -0.01   0.50
    ncar_ccsm3_0    -0.72  -0.50  -0.49
    ukmo_hadgem1      NaN  -0.10  -0.33
     ukmo_hadcm3    -0.09  -0.16   0.33
CEU ANN
     bccr_bcm2_0     0.06  -0.00  -0.11
   cccma_cgcm3_1     0.04   0.12   0.17
cccma_cgcm3_1_t6     0.13   0.14    NaN
        cnrm_cm3    -0.10  -0.19  -0.11
     csiro_mk3_0     0.03   0.02  -0.01
     csiro_mk3_5      NaN   0.09    NaN
      gfdl_cm2_0     0.02  -0.11  -0.26
      gfdl_cm2_1     0.02  -0.15  -0.20
        giss_aom    -0.02   0.01    NaN
  giss_model_e_h      NaN  -0.04    NaN
  giss_model_e_r    -0.02    NaN  -0.06
 iap_fgoals1_0_g     0.02   0.02    NaN
     ingv_echam4      NaN  -0.16  -0.07
        inmcm3_0     0.12   0.11  -0.09
        ipsl_cm4      NaN    NaN    NaN
  miroc3_2_hires     0.19   0.15    NaN
 miroc3_2_medres     0.19   0.21   0.46
      mpi_echam5     0.02   0.00   0.07
     miub_echo_g     0.03  -0.01   0.21
  mri_cgcm2_3_2a     0.05   0.10   0.17
       ncar_pcm1     0.40   0.04  -0.04
    ncar_ccsm3_0     0.25   0.18   0.10
    ukmo_hadgem1      NaN  -0.07   0.17
     ukmo_hadcm3    -0.03  -0.10   0.08
MED DJF
     bccr_bcm2_0    -0.28  -0.30  -0.45
   cccma_cgcm3_1    -0.12  -0.10  -0.14
cccma_cgcm3_1_t6    -0.01  -0.05    NaN
        cnrm_cm3    -0.22  -0.28  -0.48
     csiro_mk3_0    -0.07  -0.08  -0.00
     csiro_mk3_5      NaN  -0.25    NaN
      gfdl_cm2_0    -0.08  -0.22  -0.29
      gfdl_cm2_1    -0.09  -0.32  -0.39
        giss_aom    -0.23  -0.25    NaN
  giss_model_e_h      NaN  -0.13    NaN
  giss_model_e_r     0.13    NaN  -0.46
 iap_fgoals1_0_g    -0.11  -0.11    NaN
     ingv_echam4      NaN  -0.38  -0.45
        inmcm3_0    -0.15  -0.19  -0.43
        ipsl_cm4      NaN    NaN    NaN
  miroc3_2_hires    -0.20  -0.17    NaN
 miroc3_2_medres     0.04  -0.14  -0.05
      mpi_echam5    -0.15  -0.26  -0.15
     miub_echo_g    -0.16  -0.29  -0.27
  mri_cgcm2_3_2a    -0.03   0.03  -0.31
       ncar_pcm1    -0.20  -0.39  -0.37
    ncar_ccsm3_0    -0.05   0.04  -0.06
    ukmo_hadgem1      NaN  -0.13   0.14
     ukmo_hadcm3    -0.05  -0.09   0.34
MED MAM
     bccr_bcm2_0    -0.19  -0.30  -0.39
   cccma_cgcm3_1    -0.07  -0.10  -0.11
cccma_cgcm3_1_t6    -0.08  -0.13    NaN
        cnrm_cm3    -0.21  -0.25  -0.17
     csiro_mk3_0    -0.06  -0.13   0.05
     csiro_mk3_5      NaN  -0.08    NaN
      gfdl_cm2_0    -0.01  -0.24  -0.60
      gfdl_cm2_1    -0.15  -0.35  -0.44
        giss_aom    -0.15  -0.20    NaN
  giss_model_e_h      NaN  -0.19    NaN
  giss_model_e_r     0.04    NaN  -0.43
 iap_fgoals1_0_g    -0.12  -0.10    NaN
     ingv_echam4      NaN  -0.18  -0.19
        inmcm3_0    -0.08  -0.14  -0.28
        ipsl_cm4      NaN    NaN    NaN
  miroc3_2_hires    -0.12  -0.22    NaN
 miroc3_2_medres    -0.06  -0.18   0.07
      mpi_echam5    -0.13  -0.13  -0.18
     miub_echo_g    -0.10  -0.25   0.19
  mri_cgcm2_3_2a    -0.01  -0.06  -0.03
       ncar_pcm1     0.30  -0.21   0.13
    ncar_ccsm3_0     0.89   0.59   0.29
    ukmo_hadgem1      NaN  -0.32  -0.53
     ukmo_hadcm3    -0.09  -0.17  -0.15
MED JJA
     bccr_bcm2_0    -0.14  -0.18  -0.17
   cccma_cgcm3_1    -0.13  -0.23  -0.28
cccma_cgcm3_1_t6    -0.20  -0.26    NaN
        cnrm_cm3    -0.09  -0.16  -0.18
     csiro_mk3_0    -0.02  -0.03  -0.15
     csiro_mk3_5      NaN  -0.14    NaN
      gfdl_cm2_0    -0.15  -0.35  -0.40
      gfdl_cm2_1    -0.06  -0.27   0.04
        giss_aom    -0.15  -0.24    NaN
  giss_model_e_h      NaN  -0.18    NaN
  giss_model_e_r    -0.02    NaN  -0.38
 iap_fgoals1_0_g    -0.05  -0.03    NaN
     ingv_echam4      NaN  -0.11  -0.03
        inmcm3_0    -0.13  -0.18  -0.18
        ipsl_cm4      NaN    NaN    NaN
  miroc3_2_hires    -0.14  -0.17    NaN
 miroc3_2_medres    -0.08  -0.05  -0.05
      mpi_echam5    -0.08  -0.09  -0.07
     miub_echo_g    -0.12  -0.19  -0.14
  mri_cgcm2_3_2a    -0.11  -0.18  -0.12
       ncar_pcm1    -0.15  -0.30  -0.34
    ncar_ccsm3_0    -0.07  -0.06   0.14
    ukmo_hadgem1      NaN  -0.29  -0.28
     ukmo_hadcm3    -0.21  -0.29  -0.37
MED SON
     bccr_bcm2_0    -0.16  -0.27  -0.23
   cccma_cgcm3_1    -0.14  -0.20  -0.46
cccma_cgcm3_1_t6    -0.14  -0.22    NaN
        cnrm_cm3    -0.12  -0.17  -0.18
     csiro_mk3_0    -0.07  -0.15   0.02
     csiro_mk3_5      NaN  -0.20    NaN
      gfdl_cm2_0    -0.14  -0.41  -0.62
      gfdl_cm2_1    -0.07  -0.31  -0.32
        giss_aom    -0.17  -0.20    NaN
  giss_model_e_h      NaN  -0.19    NaN
  giss_model_e_r    -0.28    NaN  -0.33
 iap_fgoals1_0_g    -0.02  -0.10    NaN
     ingv_echam4      NaN  -0.25  -0.21
        inmcm3_0    -0.12  -0.11  -0.39
        ipsl_cm4      NaN    NaN    NaN
  miroc3_2_hires    -0.09  -0.26    NaN
 miroc3_2_medres     0.06  -0.04   0.29
      mpi_echam5    -0.18  -0.25  -0.22
     miub_echo_g    -0.13  -0.19  -0.39
  mri_cgcm2_3_2a    -0.08  -0.17   0.28
       ncar_pcm1    -0.07   0.04  -0.08
    ncar_ccsm3_0     0.28  -0.02  -0.04
    ukmo_hadgem1      NaN  -0.18  -0.38
     ukmo_hadcm3    -0.23  -0.21  -0.10
MED ANN
     bccr_bcm2_0    -0.19  -0.26  -0.31
   cccma_cgcm3_1    -0.12  -0.16  -0.25
cccma_cgcm3_1_t6    -0.11  -0.17    NaN
        cnrm_cm3    -0.16  -0.21  -0.25
     csiro_mk3_0    -0.06  -0.09  -0.02
     csiro_mk3_5      NaN  -0.17    NaN
      gfdl_cm2_0    -0.10  -0.30  -0.48
      gfdl_cm2_1    -0.09  -0.31  -0.28
        giss_aom    -0.18  -0.23    NaN
  giss_model_e_h      NaN  -0.17    NaN
  giss_model_e_r    -0.03    NaN  -0.40
 iap_fgoals1_0_g    -0.07  -0.08    NaN
     ingv_echam4      NaN  -0.23  -0.22
        inmcm3_0    -0.12  -0.15  -0.32
        ipsl_cm4      NaN    NaN    NaN
  miroc3_2_hires    -0.14  -0.21    NaN
 miroc3_2_medres    -0.01  -0.10   0.07
      mpi_echam5    -0.13  -0.18  -0.16
     miub_echo_g    -0.13  -0.23  -0.15
  mri_cgcm2_3_2a    -0.06  -0.09  -0.04
       ncar_pcm1    -0.03  -0.22  -0.16
    ncar_ccsm3_0     0.26   0.14   0.08
    ukmo_hadgem1      NaN  -0.23  -0.26
     ukmo_hadcm3    -0.15  -0.19  -0.07
SAH DJF
     bccr_bcm2_0    -0.02  -0.02  -0.03
   cccma_cgcm3_1    -0.02  -0.03  -0.05
cccma_cgcm3_1_t6    -0.01  -0.02    NaN
        cnrm_cm3    -0.00  -0.01  -0.01
     csiro_mk3_0    -0.01  -0.01  -0.03
     csiro_mk3_5      NaN   0.02    NaN
      gfdl_cm2_0    -0.01  -0.02  -0.03
      gfdl_cm2_1    -0.01  -0.02  -0.02
        giss_aom    -0.01  -0.02    NaN
  giss_model_e_h      NaN  -0.01    NaN
  giss_model_e_r    -0.05    NaN  -0.07
 iap_fgoals1_0_g    -0.00  -0.01    NaN
     ingv_echam4      NaN  -0.01  -0.01
        inmcm3_0    -0.01  -0.01   0.01
        ipsl_cm4      NaN    NaN    NaN
  miroc3_2_hires    -0.02  -0.01    NaN
 miroc3_2_medres    -0.01  -0.03  -0.03
      mpi_echam5    -0.03  -0.02  -0.04
     miub_echo_g    -0.02  -0.04  -0.05
  mri_cgcm2_3_2a    -0.01  -0.01  -0.04
       ncar_pcm1    -0.03  -0.00  -0.03
    ncar_ccsm3_0    -0.00  -0.01  -0.02
    ukmo_hadgem1      NaN  -0.02  -0.03
     ukmo_hadcm3    -0.02  -0.03  -0.04
SAH MAM
     bccr_bcm2_0    -0.02  -0.02  -0.14
   cccma_cgcm3_1    -0.06  -0.10  -0.23
cccma_cgcm3_1_t6    -0.11  -0.14    NaN
        cnrm_cm3    -0.02  -0.01   0.03
     csiro_mk3_0    -0.02  -0.00   0.18
     csiro_mk3_5      NaN   0.23    NaN
      gfdl_cm2_0    -0.00  -0.02  -0.08
      gfdl_cm2_1    -0.09  -0.12  -0.23
        giss_aom    -0.00  -0.01    NaN
  giss_model_e_h      NaN  -0.02    NaN
  giss_model_e_r     0.10    NaN  -0.11
 iap_fgoals1_0_g    -0.04  -0.02    NaN
     ingv_echam4      NaN  -0.01   0.18
        inmcm3_0    -0.04  -0.06  -0.07
        ipsl_cm4      NaN    NaN    NaN
  miroc3_2_hires     0.01   0.00    NaN
 miroc3_2_medres    -0.08  -0.12  -0.07
      mpi_echam5    -0.02  -0.01  -0.02
     miub_echo_g    -0.02  -0.02  -0.04
  mri_cgcm2_3_2a     0.00  -0.00   0.00
       ncar_pcm1    -0.04  -0.03   0.08
    ncar_ccsm3_0     0.06   0.22   0.14
    ukmo_hadgem1      NaN  -0.02  -0.04
     ukmo_hadcm3    -0.02  -0.07  -0.08
SAH JJA
     bccr_bcm2_0    -0.19  -0.08   0.06
   cccma_cgcm3_1    -0.09  -0.10   0.02
cccma_cgcm3_1_t6    -0.17  -0.20    NaN
        cnrm_cm3    -0.03  -0.03  -0.31
     csiro_mk3_0     0.06   0.00   0.04
     csiro_mk3_5      NaN  -0.32    NaN
      gfdl_cm2_0    -0.23  -0.43  -0.58
      gfdl_cm2_1    -0.09  -0.31  -0.34
        giss_aom     0.01  -0.02    NaN
  giss_model_e_h      NaN  -0.05    NaN
  giss_model_e_r     0.39    NaN  -0.45
 iap_fgoals1_0_g    -0.05   0.01    NaN
     ingv_echam4      NaN  -0.03  -0.01
        inmcm3_0    -0.01  -0.01  -0.01
        ipsl_cm4      NaN    NaN    NaN
  miroc3_2_hires     0.13   0.17    NaN
 miroc3_2_medres    -0.03   0.23   0.00
      mpi_echam5    -0.06  -0.08  -0.05
     miub_echo_g     0.06   0.10   0.16
  mri_cgcm2_3_2a     0.01  -0.01  -0.02
       ncar_pcm1    -0.22   0.17   0.26
    ncar_ccsm3_0     0.08   0.22   0.51
    ukmo_hadgem1      NaN   0.08   0.10
     ukmo_hadcm3    -0.02  -0.10  -0.15
SAH SON
     bccr_bcm2_0    -0.06  -0.05  -0.27
   cccma_cgcm3_1    -0.07  -0.06  -0.10
cccma_cgcm3_1_t6    -0.09  -0.11    NaN
        cnrm_cm3     0.12   0.19   0.21
     csiro_mk3_0     0.04   0.01  -0.00
     csiro_mk3_5      NaN   0.08    NaN
      gfdl_cm2_0    -0.03  -0.21  -0.21
      gfdl_cm2_1     0.07  -0.08   0.05
        giss_aom     0.02   0.03    NaN
